0, 15, 5
0, 22, 7
0, 33, 9
0, 49, 12
0, 73, 16
0, 109, 21
0, 163, 29
0, 244, 38
0, 366, 54
0, 549, 73
0, 823, 102
0, 1234, 143
0, 1851, 203
0, 2776, 284
15, 4164, 404
16, 6246, 574
31, 9369, 812
64, 14053, 1159
141, 21079, 1658
282, 31618, 2371
618, 47427, 3402
1320, 71140, 4891
2844, 106710, 7043
6194, 160065, 10171
13412, 240097, 14690
29114, 360145, 21232
63431, 540217, 30766
